,date,agency,location,description
11,5-21-2022 5:14 PM,Wilmington Police,1300 BLOCK WILSON ST,AGGRAVATED ASSAULT/NON-FAMILY OTHER DANGEROUS WEAPON
12,5-21-2022 3:54 PM,Wilmington Police,500 BLOCK UNION ST,LARCENY/FROM BUILDING
13,5-21-2022 3:20 PM,Wilmington Police,800 BLOCK S MARKET ST,LARCENY/FROM BUILDING
14,5-21-2022 1:52 PM,Delaware State Police,1200 BLOCK NW CENTERVILLE RD,LARCENY/FROM VEHICLE/NOT ATTACHED
0,5-21-2022 12:20 PM,Wilmington Police,2600 BLOCK TATNALL ST,DAMAGE/PRIVATE PROPERTY
1,5-21-2022 12:00 PM,Wilmington Police,900 BLOCK E JUSTISON ST,INTIMIDATION/RECKLESS ENDANGER/TERRORISTIC THREAT/HARASSMENT/OTHER ASSAULTS/NON-AGGRAVATED
2,5-21-2022 10:29 AM,Wilmington Police,1200 BLOCK NE FRENCH ST,OFFENSIVE TOUCHING/OTHER ASSAULTS/NON-AGGRAVATED
3,5-21-2022 10:23 AM,Wilmington Police,100 BLOCK SE SIXTH AVE,DISORDERLY CONDUCT/UNRELATED TO LIQUOR
4,5-21-2022 8:45 AM,Delaware State Police,500 BLOCK MARYLAND AVE,POSSESSION OF WEAPON
5,5-21-2022 3:39 AM,Delaware State Police,ON NORTHBOUND CENTRE ROAD SR141 0.24 MILES SOUTH WEST FROM,DRIVING UNDER THE INFLUENCE/LIQUOR
6,5-20-2022 11:14 PM,Wilmington Police,000 BLOCK NE UNION ST,DAMAGE/PRIVATE PROPERTY
7,5-20-2022 9:50 PM,Wilmington Police,600 BLOCK SW BANCROFT PKY,DAMAGE/PRIVATE PROPERTY
8,5-20-2022 7:21 PM,Wilmington Police,3800 BLOCK SW MARKET ST,LARCENY/SHOPLIFTING
9,5-20-2022 7:03 PM,Wilmington Police,800 BLOCK 8TH ST,SIMPLE ASSAULT/NON-FAMILY/OTHER ASSAULTS/NON-AGGRAVATED
10,5-20-2022 3:49 PM,Wilmington Police,1200 BLOCK N HARRISON ST,SIMPLE ASSAULT/NON-FAMILY/OTHER ASSAULTS/NON-AGGRAVATED
11,5-20-2022 2:48 PM,Wilmington Police,1100 BLOCK NW MAPLE ST,BURGLARY/NO FORCED ENTRY/RESIDENCE
12,5-20-2022 2:30 PM,Delaware State Police,5200 BLOCK NW WASHINGTON STREET EXTENSI EXT,LARCENY/VEHICLE PARTS/FROM AUTO/ATTACHED
13,5-20-2022 2:11 PM,Delaware State Police,3200 BLOCK KIRKWOOD HWY,LARCENY/SHOPLIFTING
14,5-20-2022 1:00 PM,Wilmington Police,700 BLOCK 34TH ST,DISORDERLY CONDUCT/UNRELATED TO LIQUOR
0,5-20-2022 12:14 PM,Wilmington Police,1300 BLOCK LANCASTER AVE,VEHICLE THEFT LOCALLY STOLEN-LOCALLY RECOVER
1,5-20-2022 11:39 AM,Wilmington Police,1600 BLOCK 10TH ST,LARCENY/FROM VEHICLE/NOT ATTACHED
2,5-20-2022 10:53 AM,Wilmington Police,2600 BLOCK S MARKET ST,INTIMIDATION/RECKLESS ENDANGER/TERRORISTIC THREAT/HARASSMENT/OTHER ASSAULTS/NON-AGGRAVATED
3,5-20-2022 9:05 AM,Wilmington Police,500 BLOCK N 11TH ST,LARCENY/PICKPOCKETING
4,5-20-2022 3:12 AM,Wilmington Police,ON EASTBOUND E. TENTH STREET AT THE INTERSECTION OF E. TENT,DRIVING UNDER THE INFLUENCE/LIQUOR
5,5-20-2022 1:50 AM,Wilmington Police,200 BLOCK S HARRISON ST,AGGRAVATED ASSAULT/NON-FAMILY FIREARM
6,5-19-2022 10:00 PM,Wilmington Police,700 BLOCK 34TH ST,DAMAGE/PUBLIC PROPERTY
7,5-19-2022 7:34 PM,Wilmington Police,24TH / JEFFERSON ST & N. JEFFERSON ST,CARRYING PROHIBITED
8,5-19-2022 7:16 PM,Wilmington Police,2200 BLOCK N 11TH ST,FRAUD BY WIRE
9,5-19-2022 6:36 PM,Wilmington Police,6TH / PINE N ST & E. SIXTH ST,CARRYING PROHIBITED
10,5-19-2022 3:48 PM,Wilmington Police,400 BLOCK S MARKET ST,LARCENY/SHOPLIFTING
11,5-19-2022 3:41 PM,Delaware State Police,2000 BLOCK SW MARYLAND AVE,LARCENY/FROM VEHICLE/NOT ATTACHED
12,5-19-2022 3:08 PM,Wilmington Police,600 BLOCK N MARKET ST,LARCENY/FROM BUILDING
13,5-19-2022 2:49 PM,Wilmington Police,1700 BLOCK 18TH ST,DAMAGE/PRIVATE PROPERTY
14,5-19-2022 1:55 PM,Wilmington Police,200 BLOCK N 12TH ST,DAMAGE/PRIVATE PROPERTY
0,5-19-2022 12:46 PM,Wilmington Police,300 BLOCK S JUSTISON ST,DAMAGE/BUSINESS PROPERTY
1,5-19-2022 12:00 PM,Wilmington Police,300 BLOCK S UNION ST,INTIMIDATION/RECKLESS ENDANGER/TERRORISTIC THREAT/HARASSMENT/OTHER ASSAULTS/NON-AGGRAVATED
2,5-19-2022 11:04 AM,University of Delaware Police,2600 BLOCK PENNSYLVANIA AVE,LARCENY/FROM ALL OTHER YARDS
3,5-19-2022 9:42 AM,Wilmington Police,700 BLOCK S WASHINGTON ST,OFFENSIVE TOUCHING/OTHER ASSAULTS/NON-AGGRAVATED
4,5-19-2022 9:18 AM,Wilmington Police,1900 BLOCK W. NINETEENTH ST,LARCENY/FROM ALL OTHER YARDS
5,5-19-2022 7:51 AM,Wilmington Police,1400 BLOCK PENNSYLVANIA AVE,VEHICLE THEFT
6,5-19-2022 12:51 AM,Delaware State Police,ON NORTHBOUND GOV PRINTZ BOULEVARD US13 306.15 FEET NORTH E,DRIVING UNDER THE INFLUENCE/LIQUOR
7,5-18-2022 10:51 PM,Delaware State Police,E. FOURTEENTH N ST & KING ST,AGGRAVATED ASSAULT/POLICE OFFICER FIREARM
8,5-18-2022 10:35 PM,Wilmington Police,000 BLOCK 27TH ST,DAMAGE/PRIVATE PROPERTY
9,5-18-2022 9:40 PM,Wilmington Police,1000 BLOCK PINE ST,BURGLARY/FORCED ENTRY/RESIDENCE
10,5-18-2022 9:26 PM,Wilmington Police,1500 BLOCK SE BANNING ST,VEHICLE THEFT
11,5-18-2022 9:18 PM,Wilmington Police,700 BLOCK 4TH ST,OFFENSIVE TOUCHING/OTHER ASSAULTS/NON-AGGRAVATED
12,5-18-2022 7:23 PM,Wilmington Police,500 BLOCK S 5TH ST,AGGRAVATED ASSAULT/NON-FAMILY OTHER DANGEROUS WEAPON
13,5-18-2022 4:50 PM,Wilmington Police,1000 BLOCK MONROE ST,LARCENY/FROM VEHICLE/NOT ATTACHED
14,5-18-2022 4:00 PM,Wilmington Police,500 BLOCK S KING ST,BURGLARY/FORCED ENTRY/NONRESIDENCE
0,5-18-2022 4:00 PM,Wilmington Police,500 BLOCK KING ST,BURGLARY/NO FORCED ENTRY/RESIDENCE
1,5-18-2022 2:47 PM,Wilmington Police,1000 BLOCK NW TWENTY FOURTH ST,VEHICLE THEFT LOCALLY STOLEN-RECOVERED OTHER
2,5-18-2022 1:41 PM,Delaware State Police,ON NEW CASTLE AVENUE SR9 21.87 FEET SOUTH FROM HARRISBURG A,DRIVING UNDER THE INFLUENCE/LIQUOR
3,5-18-2022 12:27 PM,Wilmington Police,800 BLOCK S SPRUCE ST,DAMAGE/PRIVATE PROPERTY
4,5-18-2022 11:30 AM,Wilmington Police,500 BLOCK HARRISON ST,LARCENY/FROM ALL OTHER YARDS
5,5-18-2022 10:35 AM,Wilmington Police,1000 BLOCK BROOM ST,THEFT/BUS/TRUCK LOCALLY RECOVERED
6,5-18-2022 9:53 AM,Wilmington Police,THATCHER ST,OFFENSIVE TOUCHING/OTHER ASSAULTS/NON-AGGRAVATED
7,5-18-2022 9:33 AM,Wilmington Police,300 BLOCK COMPTON CT,BURGLARY/NO FORCED ENTRY/NONRESIDENCE
8,5-18-2022 7:40 AM,Wilmington Police,500 BLOCK RODNEY ST,LARCENY/VEHICLE PARTS/FROM AUTO/ATTACHED
9,5-18-2022 6:08 AM,Wilmington Police,600 BLOCK BANCROFT PKY,ROBBERY/CARJACKING/GUN HIGHWAY/STREET/ALLEY
10,5-18-2022 5:59 AM,Wilmington Police,1100 BLOCK N N. WEST ST,LARCENY/FROM VEHICLE/NOT ATTACHED
11,5-17-2022 11:07 PM,Wilmington Police,300 BLOCK SW HEALD ST,DAMAGE/PRIVATE PROPERTY
12,5-17-2022 9:03 PM,Wilmington Police,1200 BLOCK NW LANCASTER AVE,DAMAGE/PRIVATE PROPERTY
13,5-17-2022 8:57 PM,Wilmington Police,800 BLOCK KIRKWOOD ST,AGGRAVATED ASSAULT/NON-FAMILY FIREARM
14,5-17-2022 8:00 PM,Wilmington Police,600 BLOCK N HARRISON ST,CARRYING PROHIBITED
0,5-17-2022 3:47 PM,Wilmington Police,200 BLOCK 28TH ST,BURGLARY/FORCED ENTRY/RESIDENCE
1,5-17-2022 2:02 PM,Delaware State Police,3600 BLOCK SW MILLER RD,LARCENY/SHOPLIFTING
2,5-17-2022 12:29 PM,Wilmington Police,1900 BLOCK MARKET ST,LARCENY/FROM BUILDING
3,5-17-2022 12:09 PM,Wilmington Police,300 BLOCK 5TH ST,ROBBERY/CARJACKING/STRONG-ARM RESIDENCE
4,5-17-2022 11:59 AM,Wilmington Police,1200 BLOCK 13TH ST,FRAUD BY WIRE
5,5-17-2022 11:45 AM,Wilmington Police,2900 BLOCK S NORTHEAST BLVD,LARCENY/FROM ALL OTHER YARDS
6,5-17-2022 11:16 AM,Wilmington Police,500 BLOCK S BROOM ST,VEHICLE THEFT
7,5-17-2022 11:00 AM,Wilmington Police,300 BLOCK N 29TH ST,SIMPLE ASSAULT/NON-FAMILY/OTHER ASSAULTS/NON-AGGRAVATED
8,5-17-2022 9:42 AM,Wilmington Police,200 BLOCK N CEDAR ST,BURGLARY/NO FORCED ENTRY/RESIDENCE
9,5-17-2022 9:11 AM,Wilmington Police,500 BLOCK VANDEVER AVE,LARCENY/FROM ALL OTHER YARDS
10,5-17-2022 9:03 AM,Wilmington Police,300 BLOCK S JUSTISON ST,LARCENY/FROM ALL OTHER YARDS
11,5-17-2022 7:19 AM,Wilmington Police,600 BLOCK VAN BUREN ST,LARCENY/FROM VEHICLE/NOT ATTACHED
12,5-17-2022 4:57 AM,Wilmington Police,400 BLOCK SE M.L. KING JR. MEM HWY,VEHICLE THEFT LOCALLY STOLEN-RECOVERED OTHER
13,5-17-2022 1:37 AM,Delaware State Police,ON OLD DUPONT ROAD 145.98 FEET NORTH FROM S. DUPONT ROAD S,DRIVING UNDER THE INFLUENCE/LIQUOR
0,5-31-2022 9:10 PM,Wilmington Police,200 BLOCK S 23RD ST,DISORDERLY CONDUCT/UNRELATED TO LIQUOR
1,5-31-2022 6:13 PM,Wilmington Police,700 BLOCK WOLLASTON ST,FORCIBLE PURSE SNATCH STREET/ALLEY/HIGHWAY
2,5-31-2022 3:19 PM,Wilmington Police,4300 BLOCK MILLER RD,VEHICLE THEFT
3,5-31-2022 1:50 PM,Delaware State Police,300 BLOCK CORNELL DR,DAMAGE/BUSINESS PROPERTY
4,5-31-2022 1:50 PM,Wilmington Police,400 BLOCK S MARKET ST,LARCENY/SHOPLIFTING
5,5-31-2022 1:20 PM,Wilmington Police,1400 BLOCK NW CHESTNUT ST,DAMAGE/PRIVATE PROPERTY
6,5-31-2022 1:01 PM,Wilmington Police,100 BLOCK SE W. THIRTEENTH ST,THEFT/FALSE PRETENSE OR PROMISE
7,5-31-2022 12:46 PM,Wilmington Police,800 BLOCK BENNETT ST,DAMAGE/PRIVATE PROPERTY/WITH EXPLOSIVE
8,5-31-2022 11:48 AM,Delaware State Police,2400 BLOCK E KIRKWOOD HWY,LARCENY/SHOPLIFTING
9,5-31-2022 11:41 AM,Wilmington Police,600 BLOCK MC LANE ST,LARCENY/FROM VEHICLE/NOT ATTACHED
10,5-31-2022 10:10 AM,Delaware State Police,1200 BLOCK S CENTERVILLE RD,LARCENY/SHOPLIFTING
11,5-31-2022 9:55 AM,Wilmington Police,2200 BLOCK NW 4TH ST,INTIMIDATION/RECKLESS ENDANGER/TERRORISTIC THREAT/HARASSMENT/OTHER ASSAULTS/NON-AGGRAVATED
12,5-31-2022 6:16 AM,Wilmington Police,200 BLOCK FRANKLIN ST,LARCENY/FROM VEHICLE/NOT ATTACHED
13,5-31-2022 6:11 AM,Delaware State Police,000 BLOCK SE GERMAY DR,LARCENY/VEHICLE PARTS/FROM AUTO/ATTACHED
14,5-31-2022 1:08 AM,Wilmington Police,200 BLOCK JEFFERSON ST,DAMAGE/PRIVATE PROPERTY
0,5-30-2022 11:23 PM,Wilmington Police,ON EASTBOUND OAK STREET 119.13 FEET SOUTH EAST FROM S. LIN,DRIVING UNDER THE INFLUENCE/LIQUOR
1,5-30-2022 10:43 PM,Wilmington Police,1800 BLOCK N LANCASTER PIKE,AGGRAVATED ASSAULT/NON-FAMILY OTHER DANGEROUS WEAPON
2,5-30-2022 10:04 PM,Wilmington Police,2700 BLOCK NE WEST ST,AGGRAVATED ASSAULT/NON-FAMILY FIREARM
3,5-30-2022 9:05 PM,Delaware State Police,ON NORTHBOUND DUPONT PARKWAY US13 82.05 FEET SOUTH WEST FRO,DRIVING UNDER THE INFLUENCE/LIQUOR
4,5-30-2022 5:07 PM,Wilmington Police,2200 BLOCK NE TATNALL ST,LARCENY/FROM VEHICLE/NOT ATTACHED
5,5-30-2022 4:55 PM,Wilmington Police,800 BLOCK CHURCH ST,SIMPLE ASSAULT/POLICE OFFICER/OTHER ASSAULTS/NON-AGGRAVATED
6,5-30-2022 3:24 PM,Wilmington Police,1200 BLOCK NW OAK ST,LARCENY/FROM ALL OTHER YARDS
7,5-30-2022 1:04 PM,Wilmington Police,1700 BLOCK 4TH ST,OFFENSIVE TOUCHING/OTHER ASSAULTS/NON-AGGRAVATED
8,5-30-2022 10:09 AM,Wilmington Police,400 BLOCK UNION ST,DAMAGE/PRIVATE PROPERTY
9,5-30-2022 9:33 AM,Wilmington Police,ON E. TWELFTH STREET 20.35 FEET NORTH WEST FROM S. HEALD S,DRIVING UNDER THE INFLUENCE/LIQUOR
10,5-30-2022 8:35 AM,Wilmington Police,NORTHEAST SW BLVD & E. THIRTIETH ST,LARCENY/VEHICLE PARTS/FROM AUTO/ATTACHED
11,5-30-2022 7:07 AM,Wilmington Police,1100 BLOCK WEST ST,LARCENY/FROM VEHICLE/NOT ATTACHED
12,5-30-2022 12:59 AM,Wilmington Police,600 BLOCK WEST ST,LARCENY/FROM VEHICLE/NOT ATTACHED
13,5-29-2022 11:50 PM,Wilmington Police,400 BLOCK VANBUREN ST,DAMAGE/PRIVATE PROPERTY
14,5-29-2022 11:41 PM,Delaware State Police,400 BLOCK W GOVERNOR PRINTZ BLVD,DAMAGE/BUSINESS PROPERTY
0,5-29-2022 9:45 PM,Wilmington Police,600 BLOCK SE JUSTISON ST,LARCENY/BICYCLES
1,5-29-2022 3:36 PM,Wilmington Police,1200 BLOCK NORTHEAST BLVD,DAMAGE/BUSINESS PROPERTY
2,5-29-2022 2:51 PM,Wilmington Police,TROLLEY SQ,LARCENY/SHOPLIFTING
3,5-29-2022 2:35 PM,Delaware State Police,3200 BLOCK KIRKWOOD HWY,LARCENY/SHOPLIFTING
4,5-29-2022 1:28 PM,Wilmington Police,100 BLOCK 26TH ST,DAMAGE/PRIVATE PROPERTY
5,5-29-2022 12:39 PM,Wilmington Police,500 BLOCK WALNUT ST,LARCENY/FROM BUILDING
6,5-29-2022 10:23 AM,Wilmington Police,3900 BLOCK JEFFERSON ST,SIMPLE ASSAULT/NON-FAMILY/OTHER ASSAULTS/NON-AGGRAVATED
7,5-29-2022 9:50 AM,Delaware State Police,3300 BLOCK SE LANCASTER PIKE,LARCENY/SHOPLIFTING
8,5-29-2022 2:53 AM,Wilmington Police,600 BLOCK S FOURTH ST,AGGRAVATED ASSAULT/NON-FAMILY STRONG-ARM/HANDS/FIST/FEET
9,5-29-2022 1:19 AM,Wilmington Police,2100 BLOCK N PINE ST,DAMAGE/PRIVATE PROPERTY
10,5-28-2022 10:42 PM,Wilmington Police,1100 BLOCK BENNETT ST,CARRYING A CONCEALED DEADLY WEAPON/DEADLY INSTRUMENT/CCDW/CCDI
11,5-28-2022 9:50 PM,Wilmington Police,UNION ST & N. BANCROFT PKWY,VEHICLE THEFT LOCALLY STOLEN-LOCALLY RECOVER
12,5-28-2022 8:32 PM,Wilmington Police,600 BLOCK SW JUSTISON ST,THEFT OF SERVICES FROM BUILDING
13,5-28-2022 7:14 PM,Wilmington Police,ON WASHINGTON STREET 11.40 FEET SOUTH WEST FROM BAYNARD BO,DRIVING UNDER THE INFLUENCE/DRUGS
14,5-28-2022 1:58 PM,Wilmington Police,400 BLOCK TWENTIETH ST,BURGLARY/FORCED ENTRY/RESIDENCE
0,5-28-2022 10:01 AM,Wilmington Police,400 BLOCK N. JEFFERSON ST,AGGRAVATED ASSAULT/NON-FAMILY FIREARM
1,5-28-2022 7:27 AM,Delaware State Police,I 495 SW & 12TH ST,IMPERSONATION
2,5-28-2022 4:19 AM,Delaware State Police,ON SOUTHBOUND CENTRE ROAD SR141 260.00 FEET SOUTH FROM FAUL,DRIVING UNDER THE INFLUENCE/LIQUOR
3,5-27-2022 11:22 PM,Delaware State Police,4300 BLOCK E GOVERNOR PRINTZ BLVD,VEHICLE THEFT
4,5-27-2022 10:42 PM,Wilmington Police,2300 BLOCK N PINE,AGGRAVATED ASSAULT/NON-FAMILY FIREARM
5,5-27-2022 9:19 PM,Wilmington Police,NEW YORK SE AVE & NEW CASTLE AVE,DAMAGE/PRIVATE PROPERTY
6,5-27-2022 7:00 PM,Wilmington Police,900 BLOCK NW 27TH ST,VEHICLE THEFT
7,5-27-2022 4:17 PM,Wilmington Police,200 BLOCK UNION ST,ROBBERY/CARJACKING/GUN BANK
8,5-27-2022 3:05 PM,Delaware State Police,400 BLOCK OLD AIRPORT RD,LARCENY/VEHICLE PARTS/FROM AUTO/ATTACHED
9,5-27-2022 3:00 PM,Wilmington Police,500 BLOCK WALNUT ST,LARCENY/SHOPLIFTING
10,5-27-2022 1:56 PM,Wilmington Police,2000 BLOCK MONROE PL,LARCENY/VEHICLE PARTS/FROM AUTO/ATTACHED
11,5-27-2022 1:41 PM,Delaware State Police,3900 BLOCK SW DUPONT HWY,LARCENY/FROM BUILDING
12,5-27-2022 11:25 AM,Wilmington Police,700 BLOCK MATSON RUN PKY,OFFENSIVE TOUCHING/OTHER ASSAULTS/NON-AGGRAVATED
13,5-27-2022 11:21 AM,Delaware State Police,3100 BLOCK KENNETT PIKE,OFFENSIVE TOUCHING/OTHER ASSAULTS/NON-AGGRAVATED
14,5-27-2022 10:00 AM,Wilmington Police,400 BLOCK 12TH ST,INTIMIDATION/RECKLESS ENDANGER/TERRORISTIC THREAT/HARASSMENT/OTHER ASSAULTS/NON-AGGRAVATED
0,5-27-2022 9:21 AM,Wilmington Police,1500 BLOCK SW DUNCAN ST,LARCENY/VEHICLE PARTS/FROM AUTO/ATTACHED
1,5-27-2022 8:06 AM,Wilmington Police,000 BLOCK 24TH ST,DAMAGE/PRIVATE PROPERTY
2,5-26-2022 10:02 PM,Wilmington Police,1000 BLOCK SW ORANGE ST,LARCENY/FROM VEHICLE/NOT ATTACHED
3,5-26-2022 8:52 PM,Wilmington Police,400 BLOCK SPRUCE ST,INTIMIDATION/RECKLESS ENDANGER/TERRORISTIC THREAT/HARASSMENT/OTHER ASSAULTS/NON-AGGRAVATED
4,5-26-2022 8:40 PM,Delaware State Police,KIRKWOOD HWY & CENTRAL AVE,LARCENY/SHOPLIFTING
5,5-26-2022 8:30 PM,Wilmington Police,2600 BLOCK SE 4TH ST,OFFENSIVE TOUCHING/OTHER ASSAULTS/NON-AGGRAVATED
6,5-26-2022 7:46 PM,Wilmington Police,1300 BLOCK SE 324TH ST,DAMAGE/PRIVATE PROPERTY
7,5-26-2022 7:17 PM,Wilmington Police,300 BLOCK WALNUT ST,ROBBERY/CARJACKING/KNIFE GAS OR SERVICE STATION
8,5-26-2022 5:56 PM,Wilmington Police,1000 BLOCK DELAWARE AVE,LARCENY/SHOPLIFTING
9,5-26-2022 3:11 PM,Wilmington Police,1100 BLOCK 7TH ST,LARCENY/VEHICLE PARTS/FROM AUTO/ATTACHED
10,5-26-2022 1:53 PM,Wilmington Police,800 BLOCK S JUSTISON ST,LARCENY/FROM BUILDING
11,5-26-2022 1:31 PM,Delaware State Police,3100 BLOCK KENNETT PIKE,CARRYING A CONCEALED DEADLY WEAPON/DEADLY INSTRUMENT/CCDW/CCDI
12,5-26-2022 1:22 PM,Wilmington Police,300 BLOCK BROOM ST,DAMAGE/PRIVATE PROPERTY
13,5-26-2022 12:48 PM,Wilmington Police,900 BLOCK WASHINGTON ST,AGGRAVATED ASSAULT/NON-FAMILY FIREARM
14,5-26-2022 11:22 AM,Wilmington Police,1400 BLOCK DUPONT ST,LARCENY/FROM BUILDING
0,5-26-2022 9:55 AM,Wilmington Police,000 BLOCK NE MILL RD,INTIMIDATION/RECKLESS ENDANGER/TERRORISTIC THREAT/HARASSMENT/OTHER ASSAULTS/NON-AGGRAVATED
1,5-26-2022 8:43 AM,Wilmington Police,700 BLOCK W 27TH ST,DAMAGE/PRIVATE PROPERTY
2,5-26-2022 7:52 AM,Delaware State Police,000 BLOCK S GERMAY DR,BURGLARY/NO FORCED ENTRY/NONRESIDENCE
3,5-26-2022 7:40 AM,Wilmington Police,500 BLOCK JEFFERSON ST,LARCENY/FROM VEHICLE/NOT ATTACHED
4,5-26-2022 5:37 AM,Wilmington Police,100 BLOCK NW POPLAR ST,OFFENSIVE TOUCHING/OTHER ASSAULTS/NON-AGGRAVATED
5,5-26-2022 3:24 AM,Delaware State Police,1000 BLOCK N MARKET ST,LARCENY/FROM BUILDING
6,5-25-2022 10:39 PM,Wilmington Police,400 BLOCK 38TH ST,DAMAGE/PRIVATE PROPERTY
7,5-25-2022 9:01 PM,Wilmington Police,1100 BLOCK NE 2ND ST,INTIMIDATION/RECKLESS ENDANGER/TERRORISTIC THREAT/HARASSMENT/OTHER ASSAULTS/NON-AGGRAVATED
8,5-25-2022 8:18 PM,Wilmington Police,800 BLOCK LOMBARD ST,BURGLARY/FORCED ENTRY/RESIDENCE
9,5-25-2022 7:01 PM,Wilmington Police,600 BLOCK 4TH ST,BURGLARY/NO FORCED ENTRY/RESIDENCE
10,5-25-2022 4:43 PM,Wilmington Police,200 BLOCK MONROE ST,VEHICLE THEFT
11,5-25-2022 3:59 PM,Wilmington Police,1300 BLOCK 28TH ST,CARRYING PROHIBITED
12,5-25-2022 3:45 PM,Delaware State Police,1200 BLOCK S CENTERVILLE RD,LARCENY/SHOPLIFTING
13,5-25-2022 2:45 PM,Delaware State Police,700 BLOCK NE MARYLAND AVE,VEHICLE THEFT
14,5-25-2022 2:12 PM,Wilmington Police,2600 BLOCK NORTHEAST BLVD,LARCENY/SHOPLIFTING
0,5-25-2022 1:51 PM,Wilmington Police,100 BLOCK 23RD ST,INTIMIDATION/RECKLESS ENDANGER/TERRORISTIC THREAT/HARASSMENT/OTHER ASSAULTS/NON-AGGRAVATED
1,5-25-2022 12:10 PM,Wilmington Police,3000 BLOCK SW CLAYMONT ST,LARCENY/VEHICLE PARTS/FROM AUTO/ATTACHED
2,5-25-2022 10:33 AM,Wilmington Police,000 BLOCK CORBIN CT,LARCENY/FROM VEHICLE/NOT ATTACHED
3,5-25-2022 9:20 AM,Wilmington Police,700 BLOCK S FRANKLIN ST,LARCENY/FROM VEHICLE/NOT ATTACHED
4,5-25-2022 7:15 AM,Wilmington Police,000 BLOCK VANDEVER AVE,DAMAGE/PRIVATE PROPERTY
5,5-25-2022 12:52 AM,Wilmington Police,600 BLOCK N 4TH ST,CARRYING PROHIBITED
6,5-24-2022 9:56 PM,Wilmington Police,800 BLOCK N ORANGE ST,AGGRAVATED ASSAULT/NON-FAMILY KNIFE/CUTTING INSTRUMENT
7,5-24-2022 9:34 PM,Wilmington Police,100 BLOCK N 23RD ST,SIMPLE ASSAULT/NON-FAMILY/OTHER ASSAULTS/NON-AGGRAVATED
8,5-24-2022 8:58 PM,Wilmington Police,700 BLOCK HARRISON ST,SIMPLE ASSAULT/NON-FAMILY/OTHER ASSAULTS/NON-AGGRAVATED
9,5-24-2022 8:22 PM,Wilmington Police,2400 BLOCK N MADISON ST,LARCENY/FROM BUILDING
10,5-24-2022 7:30 PM,Wilmington Police,1100 BLOCK 2ND ST,"ROBBERY/CARJACKING/STRONG-ARM COMMERCIAL HOUSE(EXCEPT C,D,F)"
11,5-24-2022 1:51 PM,Delaware State Police,3100 BLOCK KENNETT PIKE,OFFENSIVE TOUCHING/OTHER ASSAULTS/NON-AGGRAVATED
12,5-24-2022 11:15 AM,Wilmington Police,1400 BLOCK SW MARYLAND AVE,BURGLARY/NO FORCED ENTRY/RESIDENCE
13,5-24-2022 9:26 AM,Delaware State Police,3000 BLOCK S NEW CASTLE AVE,INTIMIDATION/RECKLESS ENDANGER/TERRORISTIC THREAT/HARASSMENT/OTHER ASSAULTS/NON-AGGRAVATED
0,6-7-2022 10:35 PM,Wilmington Police,800 BLOCK JACKSON ST,LARCENY/FROM ALL OTHER YARDS
1,6-7-2022 8:07 PM,Wilmington Police,100 BLOCK EASTLAWN AVE,DAMAGE/PRIVATE PROPERTY
2,6-7-2022 5:54 PM,Wilmington Police,1300 BLOCK LINDEN ST,DAMAGE/PRIVATE PROPERTY
3,6-7-2022 4:43 PM,Wilmington Police,2200 BLOCK PINE ST,DAMAGE/PRIVATE PROPERTY
4,6-7-2022 11:51 AM,Wilmington Police,800 BLOCK NW MARKET ST,LARCENY/SHOPLIFTING
5,6-7-2022 11:04 AM,Wilmington Police,400 BLOCK NW 2ND ST,LARCENY/FROM BUILDING
6,6-7-2022 12:20 AM,Wilmington Police,300 BLOCK COMPTON CT,POSSESSION OF WEAPON
7,6-6-2022 9:52 PM,Wilmington Police,1400 BLOCK DUPONT ST,LARCENY/SHOPLIFTING
8,6-6-2022 9:47 PM,Wilmington Police,800 BLOCK SHIPYARD ST,DAMAGE/PRIVATE PROPERTY
9,6-6-2022 6:55 PM,Wilmington Police,500 BLOCK BROOM ST,CARRYING PROHIBITED
10,6-6-2022 6:43 PM,Wilmington Police,600 BLOCK SW UNION ST,AGGRAVATED ASSAULT/NON-FAMILY FIREARM
11,6-6-2022 5:13 PM,Wilmington Police,ROSA PARKS SW DR & S FRENCH ST,OFFENSIVE TOUCHING/OTHER ASSAULTS/NON-AGGRAVATED
12,6-6-2022 5:06 PM,Wilmington Police,1400 BLOCK DUPONT ST,LARCENY/SHOPLIFTING
13,6-6-2022 4:33 PM,Wilmington Police,100 BLOCK 27TH ST,INTIMIDATION/RECKLESS ENDANGER/TERRORISTIC THREAT/HARASSMENT/OTHER ASSAULTS/NON-AGGRAVATED
14,6-6-2022 3:53 PM,Wilmington Police,2700 BLOCK NORTHEAST BLVD,THEFT OF SERVICES FROM BUILDING
0,6-6-2022 3:29 PM,Wilmington Police,1600 BLOCK JESSUP ST,DISTURBING THE PEACE/PUBLIC NUISANCE
1,6-6-2022 3:21 PM,Wilmington Police,600 BLOCK SW N. MARKET ST,SIMPLE ASSAULT/NON-FAMILY/OTHER ASSAULTS/NON-AGGRAVATED
2,6-6-2022 1:22 PM,Wilmington Police,500 BLOCK NW 34TH ST,LARCENY/FROM VEHICLE/NOT ATTACHED
3,6-6-2022 12:42 PM,Wilmington Police,700 BLOCK HARRISON ST,FRAUD/MAIL
4,6-6-2022 12:13 PM,Wilmington Police,500 BLOCK RODMAN ST,OFFENSIVE TOUCHING/OTHER ASSAULTS/NON-AGGRAVATED
